Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS60,OUT027,4294.987836984926
NCO06,OUT017,635.562700364177
FDO16,OUT035,1527.6967674370346
FDC60,OUT049,1538.2044094468145
FDA48,OUT018,3199.4331643135624
FDZ36,OUT027,4452.523478315362
FDK27,OUT045,1877.278848566708
FDW23,OUT018,378.3928512197383
FDM14,OUT018,1509.895453727355
FDM14,OUT013,1787.4337248224226
FDW60,OUT018,2603.2340337991955
FDE21,OUT013,1909.9953185589434
NCM42,OUT035,1881.6465228828747
FDY59,OUT010,-372.4832399242466
DRI49,OUT049,1380.7719378993772
FDT28,OUT019,510.44073402713593
FDQ22,OUT018,408.8303423499451
FDR60,OUT049,1335.103471418989
FDC50,OUT019,-393.4111438712931
FDV24,OUT013,2457.7567364769907
DRF48,OUT010,1026.2896139762374
FDQ47,OUT046,638.5136151047257
DRN36,OUT049,1662.9143151082726
NCY06,OUT035,2173.6394047370654
FDE52,OUT035,1658.9045023016654
NCB54,OUT045,1936.7469199699922
NCF31,OUT035,2548.255450535325
FDJ08,OUT027,4448.179903782821
NCC07,OUT017,1786.8726880922945
NCD19,OUT027,2357.666290690916
FDL46,OUT049,2012.146418704992
FDM20,OUT045,3834.188368218962
NCI06,OUT010,918.4146327275016
DRM11,OUT035,4219.6366132832545
NCH07,OUT018,2205.843678272824
FDS23,OUT013,2083.0715871468938
FDO49,OUT018,599.2623551661322
FDS35,OUT049,1164.0790274493968
DRK39,OUT045,1276.4686936433209
DRI39,OUT049,1036.6408876656915
FDV04,OUT017,2639.3072133187125
NCN14,OUT035,3008.7396520011034
FDH08,OUT013,3688.279011637659
FDS20,OUT046,2911.0712505568745
FDV40,OUT049,1357.2054694075107
FDZ48,OUT010,-140.38081641831832
FDS24,OUT027,2910.4954089300386
FDK44,OUT049,2861.529133635571
FDS48,OUT045,2343.0251570740193
FDK26,OUT010,1104.7808860482082
FDD23,OUT045,2971.9768193283994
NCH54,OUT017,2636.296363787183
NCP14,OUT010,-248.7587371652587
FDM60,OUT010,-1182.7515105618882
FDV24,OUT017,2522.517392632407
FDH08,OUT018,3345.345106455228
FDS12,OUT027,3463.220951435165
FDR39,OUT027,4318.266187086679
FDP12,OUT027,2124.941164949903
DRF60,OUT027,5187.343785772616
FDC09,OUT035,1848.3088412471827
FDF50,OUT018,2887.362955234323
FDG28,OUT035,4054.6449169584766
NCE19,OUT017,983.1758168064691
NCM53,OUT010,-199.57541250924555
NCN18,OUT049,1850.1700920286544
FDF32,OUT035,3316.7018072179553
FDF11,OUT013,3872.0117201419353
DRI59,OUT049,3662.2358108686076
NCG54,OUT035,2811.066783973032
FDM44,OUT046,1636.954104353397
FDT57,OUT018,3465.223524849149
FDV24,OUT046,2417.767417586693
FDI50,OUT019,1769.6779822953881
FDS09,OUT035,1033.7263102436145
NCC31,OUT027,3895.2970175667215
FDQ07,OUT019,1596.8749121587862
FDC22,OUT017,3171.266800666382
FDZ56,OUT046,2695.565582207293
FDZ40,OUT019,-1001.4129627259854
FDS46,OUT027,3393.252306643611
DRD24,OUT045,2162.212884214967
FDV45,OUT017,3106.2090956841166
FDL26,OUT045,2418.388893461538
FDA56,OUT018,1706.2200422318892
FDN27,OUT046,1918.6301710706593
FDM20,OUT049,3981.5408455069874
FDO16,OUT017,1458.5061132029473
FDL03,OUT035,3302.1766643273772
FDE58,OUT046,1910.4939879624667
FDI02,OUT027,3288.0051643178404
NCC55,OUT019,-1234.9709625315909
FDR03,OUT018,3051.7890876634833
FDB14,OUT017,1641.0966094567912
FDR45,OUT013,3851.0380632241126
NCN07,OUT017,2156.8619605594067
FDM51,OUT019,-182.1254721312547
FDT52,OUT027,5361.346311252991
FDL26,OUT046,2463.184288409796
NCZ42,OUT046,3763.9947069380596
DRI47,OUT019,416.14365107749245
FDW40,OUT013,2317.582318811844
FDN34,OUT046,2741.2158557100174
FDS01,OUT035,2988.222721983586
NCG55,OUT045,1789.8945544249957
FDC11,OUT035,1548.8170241423807
FDX35,OUT018,3341.4261159537386
NCB06,OUT046,2519.3004883316335
FDR09,OUT019,2188.8130371626803
FDC53,OUT017,1675.5069024369086
FDY45,OUT013,4072.9818133059252
FDA22,OUT010,767.4054960112652
FDE02,OUT035,1671.8870784737107
FDW21,OUT045,1625.6588007861722
FDV34,OUT046,1254.3316160349652
FDS59,OUT049,1894.0940441326875
NCW17,OUT017,2129.9867075300135
NCK54,OUT046,1925.7426090531371
FDG17,OUT019,2008.8532616356515
FDG35,OUT017,2912.036412969121
FDD08,OUT010,-1267.5214048575608
NCO07,OUT017,3427.5729736931326
FDJ10,OUT010,362.6980371782864
FDW36,OUT017,1779.2240005807507
FDW21,OUT010,-266.68930364601783
FDY19,OUT017,2001.4903138400123
DRE03,OUT013,811.7170774169799
NCC55,OUT049,737.2149118856784
FDH52,OUT010,-817.7089413151472
FDO09,OUT017,4312.740125607694
FDU43,OUT045,3764.098658778337
FDX09,OUT010,855.5753466153456
FDH40,OUT019,-521.0125802580786
FDW58,OUT017,1805.4398573935437
FDC47,OUT017,3678.609804928783
NCR41,OUT035,1667.8918882904807
DRG49,OUT035,3986.157991573127
FDC52,OUT027,3936.910004146329
FDY13,OUT046,1223.3167600666516
FDY35,OUT013,820.2630670884903
FDI35,OUT017,2997.7735330691844
NCU18,OUT049,2324.09550699359
FDY33,OUT018,2287.395256971364
FDC15,OUT027,3932.2227831122927
FDU01,OUT049,3115.05349719414
NCU42,OUT046,2680.68100210585
NCV29,OUT018,2526.897696628211
NCY30,OUT017,2985.007190843935
FDQ46,OUT049,1894.875183740568
FDG58,OUT027,3943.647622559186
FDK33,OUT017,3485.2771766393466
NCD07,OUT045,1791.504366652249
NCX29,OUT027,3714.9639195159016
NCT42,OUT013,2374.0715503277897
DRN59,OUT035,914.1742929761958
FDI44,OUT035,1427.4720052622067
FDA45,OUT049,2923.247165601073
FDP31,OUT045,1035.5110497306835
FDY01,OUT046,1870.6788073911093
FDT09,OUT018,1901.6195955708695
DRH03,OUT027,2977.0362102390804
FDA36,OUT018,2696.4332508299003
NCF31,OUT017,2519.4641843270133
FDG14,OUT049,2557.432894408285
FDG28,OUT027,5385.588689713798
FDU14,OUT049,4061.4952076606605
FDY47,OUT019,246.56167445924848
FDI56,OUT049,1549.4672332942419
DRD01,OUT013,989.6789580680615
FDM22,OUT046,961.064790188213
FDH33,OUT013,738.4168045052811
DRZ24,OUT013,1927.9061053429873
NCQ38,OUT046,1676.0061134648556
FDO16,OUT027,2824.445741344581
FDU07,OUT027,3828.7708117537964
NCB07,OUT013,3081.9958192766153
FDU48,OUT045,2041.8316391533408
NCM43,OUT045,2534.552028540589
FDR31,OUT010,426.30001117304107
DRK49,OUT018,416.78421736489804
NCI30,OUT010,1914.8573248676148
DRD60,OUT017,2966.6831620372654
NCG19,OUT046,3676.3408189801467
FDH12,OUT035,1825.412318153534
FDM32,OUT035,1652.151206640511
FDM27,OUT035,2656.468043828717
NCU53,OUT027,4067.8413284083917
NCQ18,OUT046,1554.7383375692084
FDS10,OUT013,2888.9359479927116
FDB33,OUT027,3962.333416206663
FDI12,OUT013,1461.1709699050248
NCW42,OUT013,3507.497321761919
NCC06,OUT018,1757.1139064221354
FDW02,OUT017,2171.885524502154
NCD43,OUT017,1766.3876433464102
FDM57,OUT018,1108.771420463997
FDA58,OUT017,3851.9855221042453
FDK56,OUT046,2938.43322600144
FDP52,OUT045,3632.727217195684
FDW20,OUT018,1726.2323659495771
FDS52,OUT049,1724.875126121283
NCT29,OUT018,1614.4692403095664
NCL54,OUT013,2832.5798535884583
FDC05,OUT045,3105.691045554475
FDF34,OUT035,3314.8765855016154
FDP03,OUT027,3486.361771722996
FDD32,OUT010,-511.5132454830209
FDZ10,OUT045,1981.2900916824037
FDZ40,OUT035,1043.611506957124
FDD51,OUT018,464.15746074369076
NCY30,OUT019,938.1066041829699
FDP58,OUT017,3541.398777683831
FDV49,OUT017,4279.582950340741
FDY24,OUT019,-995.8182946005134
NCO55,OUT017,1788.217146834595
FDR13,OUT017,2019.03269374111
FDS51,OUT017,1136.8036924161265
FDP26,OUT045,1617.5604885192645
NCB54,OUT027,3491.1835100517073
FDF32,OUT017,3244.43797227663
FDN31,OUT018,2720.386466604856
DRM48,OUT017,692.8386511357255
FDN20,OUT049,2801.3100474910675
DRL01,OUT046,3710.7580476556395
FDV56,OUT049,1875.7350877694553
DRH13,OUT027,3174.0088014674516
FDA03,OUT017,2478.8513995200046
FDF47,OUT027,4988.008461260603
FDX32,OUT046,2375.7005418926165
FDX57,OUT049,1709.0865366795492
NCA30,OUT045,2918.5773051364454
FDO49,OUT013,909.483971137284
FDL04,OUT019,-225.69240938881887
DRM48,OUT035,752.8237332079809
FDR16,OUT013,3429.588888351569
NCC19,OUT018,2746.4133610602635
NCE42,OUT045,3644.372473647275
FDY24,OUT017,1048.894010082326
FDH19,OUT049,2890.9626220584555
FDJ46,OUT013,2805.1194302463523
FDN45,OUT010,1614.5430476611737
FDY08,OUT035,2391.0681493791594
FDZ37,OUT035,1615.3651470194961
NCT30,OUT045,688.4318167955208
DRY23,OUT018,445.052147079713
NCZ30,OUT018,1655.207025786307
FDC44,OUT018,1526.9240893018748
FDB45,OUT035,1838.028250275893
FDY04,OUT013,2672.1620439957624
FDM27,OUT046,2554.4900378957864
FDZ43,OUT017,3960.80602010845
FDT39,OUT019,557.8542238994405
NCC06,OUT019,108.77417802132231
FDL15,OUT027,3895.977834908735
FDL57,OUT017,4206.174477930345
FDU08,OUT046,1605.2344205767517
FDK40,OUT017,4304.523939782482
FDQ12,OUT010,1708.2621251448854
FDS48,OUT017,2529.6958202558026
FDP09,OUT045,3290.820325056289
FDW21,OUT049,1763.6705518283793
FDY25,OUT035,3041.0468163552696
DRE13,OUT017,1476.5084318083939
FDV43,OUT019,-1183.6694817798548
FDD22,OUT045,1718.4118222157088
FDM46,OUT019,-445.59254112170254
NCO30,OUT010,1011.7578886312876
FDM25,OUT046,2803.8380750770684
NCN41,OUT049,2036.0299967645924
FDU24,OUT045,1481.0501268385817
FDZ50,OUT046,2955.1913286044146
FDP45,OUT013,4047.735717121327
NCM54,OUT045,1928.0237773745948
FDW10,OUT019,901.0128880024849
FDP20,OUT017,2159.191679961061
FDK32,OUT046,2459.24155223214
FDN52,OUT049,1544.539318528021
FDM58,OUT045,1763.7355648835694
FDZ46,OUT027,3234.631457374582
NCA18,OUT018,1575.437886538372
FDD35,OUT046,1976.6063879423791
NCK31,OUT035,945.7432804309833
FDI40,OUT027,3097.5999318750323
FDT50,OUT019,-293.8149467489303
NCT06,OUT046,2604.995053801933
FDT31,OUT035,3131.6456032577844
FDT45,OUT049,990.011642743958
FDT13,OUT045,2916.9903978223247
FDO50,OUT045,1418.2767543603616
NCU18,OUT010,299.2391623819948
NCR54,OUT049,3162.8965362457047
NCO18,OUT018,2529.4749865636522
FDU09,OUT045,903.5930632072041
FDT13,OUT018,2714.875888569236
FDE09,OUT046,1813.6608540879115
NCK53,OUT019,-283.5040640362448
FDG45,OUT049,3470.3941877599555
DRH15,OUT035,881.2455845597367
FDO21,OUT019,1705.104348127556
FDD14,OUT027,4345.427253823716
FDC09,OUT046,1703.9201559201895
FDH45,OUT027,2211.532535846998
FDV32,OUT046,1061.7159891837923
FDG12,OUT035,2134.744595570483
FDS32,OUT013,2319.435326518903
NCL55,OUT018,3676.9922252598103
DRE01,OUT035,3949.3306456874943
DRE15,OUT049,1355.6935615209131
NCL42,OUT045,3813.7892207913183
FDP31,OUT013,1107.9175469461215
FDN33,OUT018,1267.7481101496294
FDZ59,OUT046,2648.5279226482253
FDE45,OUT010,926.7174256361341
FDJ07,OUT013,1948.148299560387
FDQ45,OUT018,2718.942804609853
FDM33,OUT027,4919.044031041486
FDO15,OUT010,-626.5693297536586
FDM46,OUT013,1499.8530638694801
FDR03,OUT045,3258.5482374146054
FDY49,OUT018,2421.634449785478
FDQ60,OUT045,1866.456782275775
FDW10,OUT049,2899.652098685745
FDO51,OUT049,902.1757214657939
FDJ40,OUT018,1522.1749899851116
FDS20,OUT018,2622.136940727046
FDU45,OUT013,1880.0828203321134
FDV02,OUT035,2842.6081642605027
FDN09,OUT046,3840.506994265853
NCM55,OUT027,4382.409694263896
FDN23,OUT018,2073.61747118066
FDY31,OUT010,398.46708516196065
FDW03,OUT010,-153.76979833389828
FDD14,OUT046,2882.3188922488953
FDV23,OUT017,2112.6861437796483
DRI03,OUT045,2723.598473830554
FDN13,OUT035,1725.9243428526686
FDF45,OUT027,2495.511471056242
FDU46,OUT035,1614.244130369417
FDB57,OUT049,3665.2955837221643
FDV12,OUT049,1751.1910020026048
FDQ58,OUT013,2475.9121393724054
NCA18,OUT017,1936.4292452533618
FDH52,OUT049,1158.5252232013042
FDM24,OUT018,2161.0786495604225
NCP43,OUT027,4304.172025745701
NCO18,OUT019,883.0856346900778
FDM32,OUT017,1603.2658091080893
NCL07,OUT017,736.3082106275679
FDK03,OUT013,4065.7295655006
FDP59,OUT017,1789.6728850420918
FDQ24,OUT049,4057.782457359419
FDQ16,OUT018,1489.6210047305499
FDU44,OUT013,2628.2581381531027
FDH28,OUT010,-1230.8573045127982
FDV28,OUT019,-1266.3368928058826
FDM22,OUT045,874.6177056551026
FDR56,OUT046,3139.902562770051
FDV39,OUT049,3244.171734421578
FDU37,OUT019,-551.7572891286355
FDQ11,OUT010,2138.3088538250895
FDX02,OUT045,3472.9864989549696
NCS42,OUT018,1190.0274410488678
FDY57,OUT027,3013.8381511495536
FDB21,OUT049,3905.2615715055013
FDE28,OUT017,3771.116198723497
FDQ55,OUT017,1980.0575358146184
FDA48,OUT049,3611.1918235220223
FDZ19,OUT045,2693.775424941613
NCC43,OUT045,3887.167189224376
NCV18,OUT046,1292.0114221230265
NCA42,OUT018,2252.145722649613
FDY45,OUT046,4071.641905579856
NCC30,OUT045,2750.422267545626
FDM57,OUT013,1453.3081400424794
FDL09,OUT010,745.3856973380911
FDB09,OUT027,3445.057764709743
FDT44,OUT035,2046.3134216684693
NCT06,OUT027,4047.6773674283186
FDX26,OUT049,3003.439990514223
FDK32,OUT013,2521.0110102699277
DRA12,OUT046,2286.422730577656
FDO46,OUT010,1137.0014208803536
FDE52,OUT013,1500.042610396423
NCH42,OUT045,3542.6881863777267
FDV08,OUT035,889.4425053694977
FDB47,OUT018,3055.1603508794738
FDC28,OUT010,-108.70905000082098
FDD22,OUT046,1817.6895899700592
FDS07,OUT027,3307.8246482345044
DRI13,OUT045,3361.8595290704743
FDG32,OUT018,3223.2103167557666
FDU14,OUT017,4068.3668381484504
FDD28,OUT019,-892.5414409325333
NCP41,OUT017,1842.3101057048161
FDS08,OUT049,2874.1830684035517
FDX47,OUT045,2482.184055953186
FDC53,OUT019,-265.42320999190076
FDQ19,OUT035,4012.458553661717
FDL14,OUT045,2441.902480037903
FDM33,OUT019,1602.8544648457878
FDA51,OUT045,1773.4579427936526
FDZ27,OUT018,561.5243088610719
FDT04,OUT046,705.2457693974518
DRC13,OUT049,2142.7859916350017
FDR16,OUT027,4886.7971558778345
FDQ03,OUT027,5230.140461235932
FDE38,OUT035,2814.3387231003517
DRH23,OUT027,2355.9461451496063
FDT11,OUT019,1126.053896304636
FDD09,OUT035,3014.1385524194943
FDR40,OUT045,1322.1974744646889
FDX07,OUT017,3092.5570918613475
FDR07,OUT035,1703.0910290644813
FDA51,OUT017,1960.237384974209
FDT59,OUT019,1763.2563936712563
FDF20,OUT017,3197.0980307482887
FDR13,OUT045,1819.7296065460384
FDY26,OUT049,3474.154073479254
FDW04,OUT017,2237.905786552813
FDK52,OUT017,3696.470295842739
FDN60,OUT049,2591.683610768816
FDM09,OUT019,841.4347622293922
FDP46,OUT049,1536.7650350270949
FDB50,OUT019,-646.5660155263764
NCQ29,OUT049,4145.573185053758
FDP16,OUT027,5330.288875485657
FDX33,OUT018,2321.178498421947
FDP07,OUT010,1144.2947775642283
FDN22,OUT046,4004.9829486053113
FDF39,OUT049,4282.416783384576
FDS21,OUT017,1151.3318272324718
NCM42,OUT013,1733.6855912317576
FDK50,OUT019,728.314015935187
DRF13,OUT027,3791.067031764567
FDH35,OUT018,2339.8889395152387
FDP60,OUT018,1360.6941959602598
DRJ49,OUT027,3541.8898963744796
NCT42,OUT019,451.22361125097495
FDE38,OUT049,2766.2840619763756
FDI04,OUT049,3279.67240114132
NCH54,OUT045,2409.0279869474166
FDT56,OUT049,1096.403694401027
DRD15,OUT018,3375.1612818265185
FDV58,OUT013,3096.671916553394
FDP21,OUT049,3110.1554504642813
FDH05,OUT013,3744.041849795124
FDR10,OUT027,4032.6434164610027
NCP06,OUT045,2290.681087378808
FDF33,OUT049,1827.7909963228708
DRK37,OUT013,3011.9937275822904
DRH49,OUT045,1296.9784441431125
FDT58,OUT013,2687.283801267521
FDD41,OUT018,1443.7512764936018
FDP40,OUT018,1543.4407143328694
FDM51,OUT027,3145.470827154016
FDO45,OUT010,-464.7247138339826
FDW33,OUT010,-216.07027823017006
FDY24,OUT045,862.1795170307221
FDB10,OUT010,1849.1172662618724
FDM40,OUT035,2391.720907284652
NCI06,OUT017,2944.1767308710237
FDW12,OUT019,447.19518631202436
FDX48,OUT027,3959.4289409496496
NCW05,OUT027,3126.001946648996
FDX27,OUT017,1678.212087160457
DRM37,OUT045,3050.9867157827694
FDA38,OUT045,3750.1495169287496
FDR36,OUT046,707.0274102021799
FDZ45,OUT046,3150.8504996501124
FDG05,OUT017,2676.754615212636
FDK28,OUT013,4108.747456299875
FDV47,OUT045,1332.243955187855
FDN21,OUT045,2490.2192577622104
FDP20,OUT027,3495.5876020496535
FDI35,OUT045,2826.4509731670278
DRY23,OUT013,774.0675920911533
FDA56,OUT017,2081.2307041607
FDB09,OUT013,2000.2871774121804
NCO26,OUT027,3300.703709283416
FDQ49,OUT018,2265.121527869085
FDI52,OUT027,3407.6241136077233
FDZ44,OUT027,3335.643560701739
FDZ09,OUT018,2328.216997005961
FDY03,OUT049,1948.6421938030912
NCG42,OUT017,2166.21780864558
DRI13,OUT027,4897.539741558595
FDQ32,OUT013,2086.527600219947
FDW16,OUT035,1658.5256085833755
FDU27,OUT046,813.566005213108
FDR28,OUT010,729.0844915689516
FDQ49,OUT010,655.7221257981881
FDS37,OUT046,1870.1069093231495
FDW26,OUT018,3237.0765596312726
FDX12,OUT018,3599.8893641935856
NCP06,OUT013,2409.698192152834
FDW45,OUT010,409.59774645326286
NCN30,OUT049,1607.3781868972703
FDN24,OUT049,968.4528679357052
NCL41,OUT027,1993.3059035524316
FDR02,OUT019,-129.3118341471619
FDD09,OUT010,984.361314409352
FDS33,OUT010,-515.1965093781314
FDU22,OUT045,1849.7704708404697
FDI53,OUT013,2647.651983246388
DRH01,OUT049,2863.927440852737
FDX32,OUT013,2351.910054095466
NCP30,OUT018,383.0874398760657
FDB60,OUT045,3039.645100353398
FDB14,OUT049,1648.291761720181
NCP02,OUT035,1075.1051293047108
FDJ10,OUT017,2365.040056777467
FDG34,OUT046,1828.587960458761
NCB18,OUT017,1499.0682194947522
FDM16,OUT049,1362.1930507852292
FDW25,OUT018,1093.9306041727853
FDB35,OUT010,-405.7573571190085
DRN11,OUT013,2281.158657417326
FDF41,OUT019,1985.9642892260963
FDH16,OUT045,1362.3950243693096
NCQ50,OUT018,3081.0804042903983
DRH23,OUT018,630.2630283528954
DRJ37,OUT013,2439.060334319239
DRJ24,OUT027,4349.450747340718
FDY16,OUT035,3107.3119327413983
FDQ27,OUT045,1677.421515002987
FDZ33,OUT045,2297.3296641200295
FDF29,OUT045,2082.7125416842355
FDA08,OUT049,2744.2730220896424
FDG31,OUT046,1081.1323822187342
FDE34,OUT019,963.9793273464461
NCR30,OUT027,2627.121032060241
FDV33,OUT035,4271.252334244856
DRZ24,OUT018,1637.1778501008262
NCL54,OUT035,2898.0943453931714
FDR12,OUT049,2888.102147917004
NCC54,OUT046,3780.0520165324697
DRN59,OUT013,791.4707749772125
FDX50,OUT019,-136.92315402217912
FDV31,OUT027,4281.158868012268
NCA29,OUT027,4177.186197441955
FDW60,OUT049,2962.0391412713134
FDX08,OUT017,3002.7804390205415
DRD49,OUT013,3730.3763438064834
FDD33,OUT046,3662.7158089378145
FDW35,OUT013,755.3095857414241
FDJ36,OUT017,1787.526107987695
FDV51,OUT035,2796.520315532568
FDW36,OUT046,1713.4181699386052
FDH35,OUT046,2636.5964133031885
NCS30,OUT027,3517.018351990256
FDN49,OUT017,782.0208003141295
FDL08,OUT018,3626.5643705102216
FDI09,OUT013,3865.4355056305117
FDP19,OUT018,1787.4913975952388
FDU21,OUT010,-1316.2431465822606
NCP41,OUT045,1641.4409326621887
FDY10,OUT013,1842.0650947256722
FDP12,OUT018,394.870386313107
NCN26,OUT049,1957.9533444395252
FDK44,OUT013,2795.8762770468393
FDC28,OUT049,1870.6085371951376
FDJ41,OUT027,5607.169658285232
NCT29,OUT035,2092.948634037203
NCH42,OUT019,1685.9208881317882
FDU60,OUT018,2430.5972138833486
FDS02,OUT045,3033.7278090314626
FDC51,OUT046,2032.5515796659138
FDU03,OUT013,2971.850969710387
FDX39,OUT045,3327.221808341889
NCY05,OUT010,-1315.0747189689152
NCL06,OUT027,5521.043354416625
FDD32,OUT035,1497.4172346059097
NCN41,OUT045,1868.4437267207295
NCX53,OUT049,2347.138993551793
FDU57,OUT019,512.9536296416109
FDQ23,OUT046,1682.6454654778236
FDQ52,OUT045,3850.3823188268902
FDC14,OUT045,661.4048125485698
FDY09,OUT035,2962.4922459411755
FDQ28,OUT045,2466.753062887759
FDV25,OUT046,3506.394938905086
FDJ07,OUT035,2027.6605447399884
DRB25,OUT049,1782.280187337104
FDK52,OUT019,1676.4507006822764
FDY52,OUT027,2511.519665619678
FDB28,OUT046,3127.134919667992
FDT36,OUT035,768.2437113610636
FDV25,OUT017,3626.7144987160564
NCN07,OUT027,3510.4438910474046
FDC57,OUT017,3206.1092215895587
FDQ03,OUT018,3510.93616449252
FDU23,OUT017,2777.1463384533577
NCX41,OUT035,3498.320665654786
NCD06,OUT035,890.22452383777
FDW08,OUT045,1645.6272298762453
NCU29,OUT017,2392.163122393536
NCE06,OUT013,2552.190768780979
FDV52,OUT010,-1.1212975578830537
FDB02,OUT017,2961.7846626461587
NCR18,OUT045,642.5840652741759
FDK16,OUT049,1616.9898506939057
NCQ29,OUT010,2125.4745305406254
FDZ01,OUT019,-178.16194762349085
FDW27,OUT035,2672.373316183148
FDD17,OUT018,3489.7485240791
FDW39,OUT013,2909.5191708825105
DRH59,OUT045,1110.565211764434
FDS52,OUT013,1677.8569318550344
FDU40,OUT027,4546.719806127524
NCF54,OUT013,2759.848399874162
FDH46,OUT045,1633.9410275116836
NCP14,OUT049,1727.1023356140115
FDH50,OUT049,3065.05052607149
DRF15,OUT010,527.6366229401345
FDV27,OUT027,2907.4618867464887
NCJ06,OUT049,1998.2940760960523
FDN02,OUT018,2974.279350676942
FDQ51,OUT049,939.9406546791797
FDQ07,OUT017,3660.3605105462075
FDS45,OUT049,1834.5474335685903
NCJ06,OUT045,1847.8236825234833
FDD36,OUT035,2033.8367650874143
FDY25,OUT045,2851.899903669985
FDU52,OUT046,2474.04911649705
DRK47,OUT017,3674.823981029685
NCL30,OUT017,2138.1760185191547
FDN22,OUT035,4160.263985481264
